Assc.	Lineage	Superorder	Orders	Family	OrdersEnglish	MYA	ScientificName	EnglishName	NCBI taxon ID	AssemblyId	asmId	sciName	comName	VGPLineage
GCA_964270905.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Leucopleurus acutus	Atlantic white-sided dolphin	90246	mLagAcu1	GCA_964270905.1_mLagAcu1.hap1.1	Leucopleurus acutus	Atlantic white-sided dolphin (mLagAcu1.hap1.1 2024)	mammals
GCA_964271855.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Muridae)	Muridae	Mice, Rats	50	Acomys minous	Crete spiny mouse	83528	mAcoMin1	GCA_964271855.1_mAcoMin1	Acomys minous	Crete spiny mouse (2024)	mammals
GCA_964273445.1	Birds	Columbea	Columbiformes	Columbidae	Doves	66.72	Streptopelia decaocto	Eurasian collared-dove	177147	bStrDea1	GCA_964273445.1_bStrDea1.hap1.1	Streptopelia decaocto	Eurasian collared-dove (bStrDea1.hap1.1 2024)	birds
GCA_964273705.1	Reptiles	Squamata	Serpentes (Colubridae)	Colubridae	Snakes (Colubrids)	61	Natrix helvetica	barred grass snake	2025560	rNatHel1	GCA_964273705.1_rNatHel1.hap1.1	Natrix helvetica	snake N.helvetica (rNatHel1.hap1.1 2024)	reptiles
GCA_964276395.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scorpaeniformes	Gasterosteidae	Sticklebacks	40	Gasterosteus aculeatus	three-spined stickleback	69293	fgasAcu3	GCA_964276395.1_fGasAcu3.hap1.1	Gasterosteus aculeatus	three-spined stickleback (hap1 2024)	fish
GCA_964289735.1	Birds	Core waterbirds	Phaethontiformes	Phaethontidae	Tropicbirds	60.81	Phaethon aethereus	red-billed tropicbird	37045	bPhaAeh10	GCA_964289735.1_bPhaAeh10.maternal.1	Phaethon aethereus	red-billed tropicbird (maternal hap 2024)	birds
GCA_964339955.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Pipistrellus hanaki	Hanaki's dwarf bat	412090	mPipHan1	GCA_964339955.1_mPipHan1.1	Pipistrellus hanaki	Hanaki's dwarf bat (2024)	mammals
GCA_964341445.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Ziphiidae	Whales, dolphines, orcas	54	Mesoplodon mirus	True's beaked whale	52113	mMesMir1	GCA_964341445.1_mMesMir1.hap1.1	Mesoplodon mirus	True's beaked whale (hap1.1 2024)	mammals
GCA_964374135.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Grampus griseus	Risso's dolphin	83653	mGraGri1	GCA_964374135.1_mGraGri1.hap1.1	Grampus griseus	Risso's dolphin (hap1.1 2024)	mammals
GCA_964374335.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cichliformes 	Cichlidae	Cichlids	88	Astatotilapia calliptera	Eastern happy	8154	fAstCal1	GCA_964374335.1_fAstCal68.1	Astatotilapia calliptera	eastern happy (primary hap 2024)	fish
GCA_964417175.1	Birds	Core waterbirds	Charadriiformes	Laridae	Plovers	65.56	Larus argentatus	herring gull	35669	bLarArg3	GCA_964417175.1_bLarArg3.hap1.1	Larus argentatus	herring gull (hap1 2024)	birds
GCA_964638095.1	Fishes	Actinopterygii (Ray-finned Fishes)	Beryciformes	Melamphaidae	Beryciforms	130	Poromitra crassiceps	crested bigscale	88708	fPorCra3	GCA_964638095.1_fPorCra3.hap1.1	Poromitra crassiceps	crested bigscale (hap1.1 2025)	fish
GCA_964656225.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Pipistrellus nathusii	Nathusius's pipistrelle	59473	mPipNat1	GCA_964656225.1_mPipNat1.hap1.1	Pipistrellus nathusii	Nathusius's pipistrelle (hap1.1 2025)	mammals
GCA_964656455.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Phocidae	Dog-like (Seals/Bears/Racoons)	57	Halichoerus grypus	grey seal	9711	mHalGry1	GCA_964656455.1_mHalGry1.hap1.1	Halichoerus grypus	gray seal (hap1.1 2025)	mammals
GCA_964662115.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Mustela nivalis vulgaris	least weasel 	36239	mMusNiv2	GCA_964662115.1_mMusNiv2.hap1.1	Mustela nivalis	least weasel (hap1.1 2025)	mammals
GCA_965112155.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis liolepis	Columbretes wall lizard	662736	rPodLio1	GCA_965112155.1_rPodLio1.hap1.1	Podarcis liolepis	Columbretes wall lizard (hap1.1 2025)	reptiles
GCA_965113295.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Leuciscidae	Carps/Minnows/Loaches	175	Leuciscus leuciscus	common dace	58325	fLeuLeu2	GCA_965113295.1_fLeuLeu2.hap1.1	Leuciscus leuciscus	common dace (hap1.1 2025)	fish
GCA_965113315.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis vaucheri	Andalusian wall lizard	140051	rPodVau1	GCA_965113315.1_rPodVau1.hap1.1	Podarcis vaucheri	lizards P.vaucheri (hap1.1 2025)	reptiles
GCA_965115925.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Myotis emarginatus	Geoffroy's bat	109480	mMyoEma1	GCA_965115925.1_mMyoEma1.hap1.1	Myotis emarginatus	Geoffroy's bat (hap1.1 2025)	mammals
GCA_965119305.1	Amphibians	Anura	Neobatrachia > Ranoidea > Natatanura (Ranidae & Pyxicephalidae)	Ranidae	Ranoid frogs	66	Pelophylax lessonae	pool frog	45623	aPelLes1	GCA_965119305.1_aPelLes1.hap1.1	Pelophylax lessonae	pool frog (hap1 2025)	amphibians
GCA_965140235.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Sea turtles	70	Caretta caretta	loggerhead sea turtle	8467	rCarCar2	GCA_965140235.1_rCarCar1.hap1	Caretta caretta	loggerhead turtle (hap1 2025)	reptiles
GCA_965140245.1	Birds	Core landbirds	Strigiformes	Strigidae	Owls	62.09	Athene noctua	little owl	126797	bAthNoc1	GCA_965140245.1_bAthNoc1.hap1.1	Athene noctua	little owl (hap1.1 2025)	birds
GCA_965140285.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Sea turtles	70	Lepidochelys kempii	Kemp's ridley sea turtle	8472	rLepKem1	GCA_965140285.1_rLepKem1.hap1	Lepidochelys kempii	Atlantic ridley (rLepKem1 hap1 2025)	reptiles
GCA_965140295.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Sea turtles	70	Lepidochelys olivacea	Pacific ridley	27788	rLepOli2	GCA_965140295.1_rLepOli2.hap1	Lepidochelys olivacea	Pacific ridley (hap1 2025)	reptiles
GCA_965140915.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Aythya marila	greater scaup	189534	bAytMar2	GCA_965140915.1_bAytMar2.hap1.1	Aythya marila	greater scaup (hap1 2025)	birds
GCA_965151615.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Cygnus columbianus	tundra swan	110926	bCygCol1	GCA_965151615.1_bCygCol1.1	Cygnus columbianus	tundra swan (primary hap 2025)	birds
GCA_965152235.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Sea turtles	70	Eretmochelys imbricata	Hawksbill sea turtle	27787	rEreImb1	GCA_965152235.1_rEreImb1.hap1	Eretmochelys imbricata	hawksbill sea turtle (hap1 2025)	reptiles
GCA_965152275.1	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Sea turtles	70	Natator depressus	Australian flatback sea turtle	27790	rNatDep1	GCA_965152275.1_rNatDep2.hap1	Natator depressus	flatback sea turtle (hap1 2025)	reptiles
GCA_965153285.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis tiliguerta	Tyrrhenian wall lizard	65485	rPodTil1	GCA_965153285.1_rPodTil1.hap1.1	Podarcis tiliguerta	Tyrrhenian wall lizard (hap1 2025)	reptiles
GCA_965178545.1	Birds	Core landbirds	Passeriformes (Oscines)	Corvidae	Songbirds	29.59	Coloeus monedula	Western jackdaw	30423	bColMon1	GCA_965178545.1_bColMon1.hap1.1	Coloeus monedula	jackdaw (hap1.1 2025)	birds
GCA_965183815.1	Birds	Core waterbirds	Pelicaniformes (Threskiornithidae)	Threskiornithidae	Ibises	57.65	Platalea leucorodia	Eurasian spoonbill	257867	bPlaLeu2	GCA_965183815.1_bPlaLeu2.hap1.1	Platalea leucorodia	Eurasian spoonbill (hap1.1 2025)	birds
GCA_965194805.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Balaenoptera borealis	sei whale	9768	mBalBor1	GCA_965194805.1_mBalBor1.hap1.1	Balaenoptera borealis	sei whale (hap1.1 2025)	mammals
GCA_965194825.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Balaenoptera physalus	finback whale	9770	mBalPhy1	GCA_965194825.1_mBalPhy2.hap1.1	Balaenoptera physalus	fin whale (hap1.1 2025)	mammals
GCA_965202585.1	Invertebrates	Tunicata	Enterogona	Salpidae	Tunicates	750	Thalia democratica	Thalia democratica	34761	ktThaDemo2	GCA_965202585.1_ktThaDemo2.hap1.1	Thalia democratica	tunicate T.democratica (hap1.1 2025)	otherChordates
GCA_965226115.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cichliformes 	Cichlidae	Cichlids	88	Aulonocara stuartgranti	flavescent peacock cichlid	286572	fAulStu2	GCA_965226115.1_fAulStu2.1	Aulonocara stuartgranti	flavescent peacock cichlid (primary hap 2025)	fish
GCA_965226575.1	Fishes	Actinopterygii (Ray-finned Fishes)	Spariformes	Sparidae	Sea breams/Porgies	50	Pagrus pagrus	common seabream	8173	fPagPag1	GCA_965226575.1_fPagPag1.hap1.1	Pagrus pagrus	common seabream (hap1.1 2025)	fish
GCA_965231255.1	Birds	Core waterbirds	Charadriiformes	Charadriidae	Plovers	65.56	Vanellus vanellus	Northern Lapwing	100859	bVanVan1	GCA_965231255.1_bVanVan1.hap1.1	Vanellus vanellus	northern lapwing (hap1.1 2025)	birds
GCA_965231275.1	Birds	Core landbirds	Passeriformes (Oscines)	Zosteropidae	Songbirds	29.59	Zosterops lateralis	silver-eye	43581	bZosLat1	GCA_965231275.1_bZosLat1.hap1.1	Zosterops lateralis	silver-eye (hap1.1 2025)	birds
GCA_965231335.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Branta canadensis	Canada goose	8853	bBraCan1	GCA_965231335.1_bBraCan1.1	Branta canadensis	Canada goose (primary hap 2025)	birds
GCF_003369695.1	Mammals	Laurasiatheria	Cetartiodactyla (Ruminantia)	Bovidae	Giraffes/Goats/Sheep/Deers/Cow	60	Bos taurus	Brahman cow	9913	UOA_Brahman_1	GCF_003369695.1_UOA_Brahman_1	Bos indicus x Bos taurus	hybrid cattle (Angus x Brahman F1 Brahman haplotype 2018)	mammals
GCF_003957555.1	Birds	Caprimulgimorphae	Trochiliformes	Trochilidae	Hummingbirds	45.4	Calypte anna	Anna's hummingbird	9244	bCalAnn1	GCF_003957555.1_bCalAnn1_v1.p	Calypte anna	Anna's hummingbird (BGI_N300 2019 refseq)	birds
GCF_004027225.2	Birds	Core landbirds	Psittaciformes 	Strigopidae	Parrots	54.62	Strigops habroptilus	kakapo	2489341	bStrHab1	GCF_004027225.2_bStrHab1.2.pri	Strigops habroptila	kakapo (v2 Jane 2020 refseq)	birds
GCF_004115215.2	Mammals	Monotremes	Monotremata	Ornithorhynchidae	Platypuses/Echidna	180	Ornithorhynchus anatinus	platypus	9258	mOrnAna1	GCF_004115215.2_mOrnAna1.pri.v4	Ornithorhynchus anatinus	platypus (Pmale09 v4 2020)	mammals
GCF_004115265.2	Mammals	Laurasiatheria	Chiroptera (Yinpterochiroptera)	Rhinolophidae	Megabats	65	Rhinolophus ferrumequinum	greater horseshoe bat	59479	mRhiFer1	GCF_004115265.2_mRhiFer1_v1.p	Rhinolophus ferrumequinum	greater horseshoe bat (v2 MPI-CBG 2019)	mammals
GCF_004126475.2	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Phyllostomidae	Regular bats	65	Phyllostomus discolor	pale spear-nosed bat	89673	mPhyDis1	GCF_004126475.2_mPhyDis1.pri.v3	Phyllostomus discolor	pale spear-nosed bat (MPI-MPIP v3 mPhyDis1 primary hap 2020)	mammals
GCF_007364275.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cichliformes	Cichlidae	Cichlids	88	Archocentrus centrarchus	flier cichlid	63155	fArcCen1	GCF_007364275.1_fArcCen1	Archocentrus centrarchus	flier cichlid (MPI-CPG 2019 refseq)	fish
GCF_007399415.2	Reptiles	Testudines (Cryptodira)	Testudinidae	Testudinidae	Tortoises	60	Gopherus evgoodei	Goode's Thornscrub Tortoise	1825980	rGopEvg1	GCF_007399415.2_rGopEvg1_v1.p	Gopherus evgoodei	Goodes thornscrub tortoise (Sinaloan 2019)	reptiles
GCF_007474595.2	Mammals	Laurasiatheria	Carnivora (Feliformia)	Felidae	Cat-like (Civets/Mangooses/Hyenas)	57	Lynx canadensis	Canada lynx	61383	mLynCan1	GCF_007474595.2_mLynCan4.pri.v2	Lynx canadensis	Canada lynx (LIC74 v2 primary hap 2020)	mammals
GCF_008692025.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Phocoenidae	Whales, dolphines, orcas	54	Phocoena sinus	vaquita	42100	mPhoSin1	GCF_008692025.1_mPhoSin1.pri	Phocoena sinus	vaquita (mPhoSin1 2019)	mammals
GCF_009650955.1	Birds	Core landbirds	Passeriformes (Oscines)	Corvidae	Songbirds	29.59	Corvus moneduloides	New Caledonian crow	1196302	bCorMon1	GCF_009650955.1_bCorMon1.pri	Corvus moneduloides	New Caledonian crow (primary hap 2019)	birds
GCF_009762305.2	Mammals	Laurasiatheria	Carnivora (Caniformia)	Otariidae	Dog-like (Seals/Bears/Racoons)	57	Zalophus californianus	California sea lion	9704	mZalCal1	GCF_009762305.2_mZalCal1.pri.v2	Zalophus californianus	California sea lion (v2 primary hap 2020)	mammals
GCF_009762535.1	Fishes	Actinopterygii (Ray-finned Fishes)	Labriformes sensu stricto	Labridae	Wrasses	64	Notolabrus celidotus	New Zealand spotty wrasse	1203425	fNotCel1	GCF_009762535.1_fNotCel1.pri	Notolabrus celidotus	New Zealand spotty (primary hap refseq)	fish
GCF_009764475.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Rhinopristiformes	Pristidae	Sawfish (rays, not shark)	196	Pristis pectinata	smalltooth sawfish	685728	sPriPec2	GCF_009764475.1_sPriPec2.1.pri	Pristis pectinata	smalltooth sawfish (v2.1 primary hap 2019 refseq)	sharks
GCF_009764565.3	Reptiles	Testudines (Cryptodira)	Dermochelyidae	Dermochelyidae	Leatherback sea turtle	70	Dermochelys coriacea	leatherback sea turtle	27794	rDerCor1	GCF_009764565.3_rDerCor1.pri.v4	Dermochelys coriacea	leatherback sea turtle (v4 primary hap 2021 refseq)	reptiles
GCF_009769535.1	Reptiles	Squamata	Serpentes (Colubridae)	Colubridae	Snakes (Colubrids)	61	Thamnophis elegans	Western terrestrial garter snake	35005	rThaEle1	GCF_009769535.1_rThaEle1.pri	Thamnophis elegans	western terrestrial garter snake (primary hap 2019)	reptiles
GCF_009769545.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scorpaeniformes (Cyclopteridae)	Cyclopteridae	Male-cheeked fishes	40	Cyclopterus lumpus	lumpfish	8103	fCycLum1	GCF_009769545.1_fCycLum1.pri	Cyclopterus lumpus	lumpfish (v1 primary hap 2019 refseq)	fish
GCF_009769625.2	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Cygnus olor	mute swan	8869	bCygOlo1	GCF_009769625.2_bCygOlo1.pri.v2	Cygnus olor	mute swan (v2 primary hap 2021)	birds
GCF_009819535.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Lacerta agilis	sand lizard	80427	rLacAgi1	GCF_009819535.1_rLacAgi1.pri	Lacerta agilis	sand lizard (primary hap 2019)	reptiles
GCF_009819655.1	Birds	Core landbirds	Passeriformes (Oscines)	Sylviidae	Songbirds	29.59	Sylvia atricapilla	European blackcap	48155	bSylAtr1	GCF_009819655.1_bSylAtr1.pri	Sylvia atricapilla	blackcap (primary hap 2019 refseq)	birds
GCF_009819705.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Pleuronectidae	Flatfishes	60	Hippoglossus hippoglossus	Atlantic halibut	8267	fHipHip1	GCF_009819705.1_fHipHip1.pri	Hippoglossus hippoglossus	Atlantic halibut (2019 refseq)	fish
GCF_009819795.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Aythya fuligula	tufted duck	219594	bAytFul2	GCF_009819795.1_bAytFul2.pri	Aythya fuligula	tufted duck (2019)	birds
GCF_009819885.2	Birds	Core landbirds	Passeriformes (Oscines)	Turdidae	Songbirds	29.59	Catharus ustulatus	Swainson's thrush	91951	bCatUst1	GCF_009819885.2_bCatUst1.pri.v2	Catharus ustulatus	Swainson's thrush (v2 primary hap 2020)	birds
GCF_009829125.3	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiiformes	Gobiidae	Gobies	130	Periophthalmus magnuspinnatus	Korean giant-fin mudskipper	409849	fPerMag1	GCF_009829125.3_fPerMag1.2.pri	Periophthalmus magnuspinnatus	Korean giant-fin mudskipper (v1.2 primary hap 2023)	fish
GCF_009829145.1	Birds	Core landbirds	Passeriformes (Suboscines)	Pipridae	Suboscines	29.59	Chiroxiphia lanceolata	lanced-tailed manakin	296741	bChiLan1	GCF_009829145.1_bChiLan1.pri	Chiroxiphia lanceolata	lance-tailed manakin (2020)	birds
GCF_009829155.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Mustela erminea	stout	36723	mMusErm1	GCF_009829155.1_mMusErm1.Pri	Mustela erminea	ermine (2020)	mammals
GCF_009873245.2	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Balaenoptera musculus	blue whale	9771	mBalMus1	GCF_009873245.2_mBalMus1.pri.v3	Balaenoptera musculus	blue whale (JJ_BM4_2016_0621 v3 primary hap 2020)	mammals
GCF_010909765.2	Fishes	Chondrichthyes (Cartilaginous Fishes)	Rajiformes	Rajidae	Skates	232	Amblyraja radiata	thorny skate	386614	sAmbRad1	GCF_010909765.2_sAmbRad1.1.pri	Amblyraja radiata	thorny skate (v1.1 primary hap CabotCenter1 2020)	sharks
GCF_011004845.1	Fishes	Actinopterygii (Ray-finned Fishes)	Esociformes	Esocidae	Mudminnows/Pikes	90	Esox lucius	Northern pike	8010	fEsoLuc1 	GCF_011004845.1_fEsoLuc1.pri	Esox lucius	northern pike (primary hap 2020 refseq)	fish
GCF_011100635.1	Mammals	Marsupials	Diprotodontia (Phalangeridae)	Phalangeridae	Possums	52	Trichosurus vulpecula	common brushtail possum	9337	mTriVul1	GCF_011100635.1_mTriVul1.pri	Trichosurus vulpecula	common brushtail (refseq 2020)	mammals
GCF_011100685.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Canidae	Dog-like (Seals/Bears/Racoons)	57	Canis lupus familiaris	German shepherd dog	9615	mCanFam4	GCF_011100685.1_UU_Cfam_GSD_1.0	Canis lupus familiaris	dog (German shepard Mischka 2020)	mammals
GCF_011762595.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Delphinidae	Whales, dolphines, orcas	54	Tursiops truncatus	bottlenose dolphin	9739	mTurTru1	GCF_011762595.1_mTurTru1.mat.Y	Tursiops truncatus	common bottlenose dolphin (maternal Y refseq 2020)	mammals
GCF_012275295.1	Birds	Core landbirds	Psittaciformes 	Psittaculidae	Parrots	54.62	Melopsittacus undulatus	budgerigar	13146	bMelUnd1	GCF_012275295.1_bMelUnd1.mat.Z	Melopsittacus undulatus	budgerigar (maternal Z 2020 refseq)	birds
GCF_013347855.1	Fishes	Actinopterygii (Ray-finned Fishes)	Anguilliformes	Anguillidae	Eels	150	Anguilla anguilla	European eel	7936	fAngAng1	GCF_013347855.1_fAngAng1.pri	Anguilla anguilla	European eel (primary hap 2020 refseq)	fish
GCF_013368585.1	Fishes	Actinopterygii (Ray-finned Fishes)	Elopiformes	Megalopidae	Tarpons/Tenpounders/Ladyfish	200	Megalops cyprinoides	Indo-pacific tarpon	118141	fMegCyp1	GCF_013368585.1_fMegCyp1.pri	Megalops cyprinoides	Indo-Pacific tarpon (2020)	fish
GCF_013368605.1	Birds	Caprimulgimorphae	Caprimulgiformes (Nyctibiidae)	Nyctibiidae	Potoos	54.72	Nyctibius grandis	great potoo	48427	bNycGra1	GCF_013368605.1_bNycGra1.pri	Nyctibius grandis	great potoo (primary hap 2020 refseq)	birds
GCF_014108235.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Myotis myotis	greater mouse-eared bat	51298	mMyoMyo1	GCF_014108235.1_mMyoMyo1.p	Myotis myotis	greater mouse-eared bat (2020 Bat1K)	mammals
GCF_014108245.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Pipistrellus kuhlii	Kuhl's pipistrelle	59472	mPipKuh1	GCF_014108245.1_mPipKuh1.p	Pipistrellus kuhlii	Kuhl's pipistrelle (2020)	mammals
GCF_014108415.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Molossidae	Regular bats	65	Molossus molossus	Pallas's mastiff bat	27622	mMolMol1	GCF_014108415.1_mMolMol1.p	Molossus molossus	Pallas's mastiff bat	mammals
GCF_014176215.1	Mammals	Laurasiatheria	Chiroptera (Yinpterochiroptera)	Pteropodidae	Megabats	65	Rousettus aegyptiacus	Egyptian fruit bat	9407	mRouAeg1	GCF_014176215.1_mRouAeg1.p	Rousettus aegyptiacus	Egyptian rousette (v1 2020 refseq)	mammals
GCF_014839835.1	Birds	Core landbirds	Piciformes	Picidae	Woodpeckers & others	45.32	Dryobates pubescens	downy woodpecker	118200	bDryPub1	GCF_014839835.1_bDryPub1.pri	Dryobates pubescens	downy woodpecker (primary hap 2020)	birds
GCF_015220075.1	Birds	Core landbirds	Falconiformes	Falconidae	Falcons	60.16	Falco rusticolus	gyrfalcon	120794	bFalRus1	GCF_015220075.1_bFalRus1.pri	Falco rusticolus	gyrfalcon (primary hap 2020)	birds
GCF_015220235.1	Mammals	Xenarthra	Pilosa (Folivora)	Megalonychidae	Sloths	55	Choloepus didactylus	Linnaeus's two-toed sloth	27675	mChoDid1	GCF_015220235.1_mChoDid1.pri	Choloepus didactylus	southern two-toed sloth (mChoDid1 primary hap 2020)	mammals
GCF_015220715.1	Fishes	Actinopterygii (Ray-finned Fishes)	Characiformes	Serrasalmidae	Piranhas/Tetras/Cavefish	150	Pygocentrus nattereri	red-bellied piranha	42514	fPygNat1	GCF_015220715.1_fPygNat1.pri	Pygocentrus nattereri	red-bellied piranha (primary hap 2020)	fish
GCF_015220745.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scorpaeniformes	Sebastidae	Rockfishes	40	Sebastes umbrosus	honeycomb rockfish	72105	fSebUmb1	GCF_015220745.1_fSebUmb1.pri	Sebastes umbrosus	honeycomb rockfish (primary hap 2020)	fish
GCF_015220805.1	Birds	Core landbirds	Piciformes	Lybiidae	Woodpeckers & others	45.32	Pogoniulus pusillus	red-fronted tinkerbird	488313	bPogPus1	GCF_015220805.1_bPogPus1.pri	Pogoniulus pusillus	red-fronted tinkerbird (primary hap 2020 refseq)	birds
GCF_015227675.2	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Muridae)	Muridae	Mice, Rats	50	Rattus norvegicus	Norway rat	10116	mRatNor1	GCF_015227675.2_mRatBN7.2	Rattus norvegicus	Norway rat BN7.2	mammals
GCF_015227805.1	Birds	Core landbirds	Passeriformes (Oscines)	Hirundinidae	Songbirds	29.59	Hirundo rustica	barn swallow	43150	bHirRus1	GCF_015227805.1_bHirRus1.pri.v2	Hirundo rustica	barn swallow (v2 primary hap 2021 refseq)	birds
GCF_015237465.2	Reptiles	Testudines (Cryptodira)	Cheloniidae	Cheloniidae	Sea turtles	70	Chelonia mydas	green sea turtle	8469	rCheMyd1	GCF_015237465.2_rCheMyd1.pri.v2	Chelonia mydas	green sea turtle (v2 primary hap 2021)	reptiles
GCF_015852505.1	Mammals	Monotremes	Monotremata	Tachyglossidae	Platypuses/Echidna	180	Tachyglossus aculeatus	short-beaked echidna	9261	mTacAcu1	GCF_015852505.1_mTacAcu1.pri	Tachyglossus aculeatus	Australian echidna (mTacAcu1 primary hap 2020)	mammals
GCF_016700215.2	Birds	GalloAnserformes	Galliformes	Phasianidae	Landfowl	68.95	Gallus gallus	white leghorn layer chicken	9031	bGalGal1	GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w	Gallus gallus	white leghorn X broiler chicken (v2 leghorn haplotype 2021)	birds
GCF_017639515.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Lamniformes	Alopiidae	Mackerel sharks/Great white	169	Carcharodon carcharias	great white shark	13397	sCarCar2	GCF_017639515.1_sCarCar2.pri	Carcharodon carcharias	great white shark (primary hap 2021)	sharks
GCF_017639655.2	Birds	Core landbirds	Falconiformes	Falconidae	Falcons	60.16	Falco naumanni	lesser kestrel	148594	bFalNau1	GCF_017639655.2_bFalNau1.pat	Falco naumanni	lesser kestrel (v2 2021)	birds
GCF_017639745.1	Fishes	Actinopterygii (Ray-finned Fishes)	Atheriniformes	Melanotaeniidae	Silversides	75	Melanotaenia boesemani	Boeseman’s rainbowfish	1250792	fMelBoe1	GCF_017639745.1_fMelBoe1.pri	Melanotaenia boesemani	Boeseman's rainbowfish (primary hap 2021)	fish
GCF_017976325.1	Fishes	Actinopterygii (Ray-finned Fishes)	Chaetodontiformes	Chaetodontidae	Butterflyfishes	66	Chelmon rostratus	copperband butterflyfish	109905	fCheRos1	GCF_017976325.1_fCheRos1.pri	Chelmon rostratus	copperband butterflyfish (primary hap 2021)	fish
GCF_017976375.1	Birds	Otidimorphae	Cuculiformes	Cuculidae	Cuckoos	66.27	Cuculus canorus	common cuckoo	55661	bCucCan1	GCF_017976375.1_bCucCan1.pri	Cuculus canorus	common cuckoo (bCucCan1 primary hap 2021 refseq)	birds
GCF_017976425.1	Fishes	Actinopterygii (Ray-finned Fishes)	incertae sedis in Carangimorphariae	Toxotidae	Barracudas	60	Toxotes jaculatrix	banded archerfish	941984	fToxJac2	GCF_017976425.1_fToxJac2.pri	Toxotes jaculatrix	banded archerfish (primary hap 2021 refseq)	fish
GCF_018492685.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Clupeidae	Herrings/Anchovies	230	Alosa sapidissima	American shad	34773	fAloSap1	GCF_018492685.1_fAloSap1.pri	Alosa sapidissima	American shad (primary hap 2021)	fish
GCF_019393635.1	Mammals	Marsupials	Microbiotheria	Microbiotheriidae	Monito del montes	68	Dromiciops gliroides	monito del montes	33562	mDroGli1	GCF_019393635.1_mDroGli1.pri	Dromiciops gliroides	monito del monte (primary hap 2021 refseq)	mammals
